type	time	latitude	longitude	altitude (m)	temperature	color	name	desc
T	2017-05-27 15:16:02	37.586559271	-118.868510015	2353.0	53.7			
T	2017-05-27 15:16:18	37.586463131	-118.868476152	2351.5	53.7			
T	2017-05-27 15:16:31	37.586405212	-118.868461736	2349.6	53.7			
T	2017-05-27 15:16:41	37.586438153	-118.868389483	2348.2	53.7			
T	2017-05-27 15:16:57	37.586479979	-118.868223270	2343.8	53.7			
T	2017-05-27 15:17:11	37.586473273	-118.868072648	2341.9	53.7			
T	2017-05-27 15:17:18	37.586475452	-118.867984470	2340.5	53.7			
T	2017-05-27 15:17:34	37.586420048	-118.867824627	2339.5	53.7			
T	2017-05-27 15:17:51	37.586395154	-118.867695127	2337.1	53.7			
T	2017-05-27 15:18:06	37.586443769	-118.867554981	2335.2	53.7			
T	2017-05-27 15:18:19	37.586465143	-118.867502092	2334.2	53.7			
T	2017-05-27 15:18:23	37.586472183	-118.867485663	2334.7	53.7			
T	2017-05-27 15:18:33	37.586493306	-118.867377704	2333.7	53.7			
T	2017-05-27 15:18:47	37.586530438	-118.867215263	2331.3	53.7			
T	2017-05-27 15:19:02	37.586557679	-118.867120883	2330.8	53.7			
T	2017-05-27 15:19:17	37.586634206	-118.866978809	2331.8	53.7			
T	2017-05-27 15:19:18	37.586628254	-118.866965398	2331.3	53.7			
T	2017-05-27 15:19:22	37.586628171	-118.866913347	2331.3	53.7			
T	2017-05-27 15:19:37	37.586689861	-118.866782170	2329.9	53.7			
T	2017-05-27 15:19:49	37.586739902	-118.866703715	2327.0	53.7			
T	2017-05-27 15:20:00	37.586841071	-118.866634481	2324.1	53.7			
T	2017-05-27 15:20:15	37.586951964	-118.866501627	2321.7	53.7			
T	2017-05-27 15:20:31	37.587085823	-118.866385873	2317.9	53.7			
T	2017-05-27 15:20:45	37.587208282	-118.866270455	2317.9	53.7			
T	2017-05-27 15:21:00	37.587327305	-118.866159227	2319.3	53.7			
T	2017-05-27 15:21:05	37.587352619	-118.866132991	2319.8	-20.0			
T	2017-05-27 15:21:16	37.587405844	-118.866012460	2319.8	53.7			
T	2017-05-27 15:21:30	37.587474743	-118.865909027	2320.3	53.7			
T	2017-05-27 15:21:33	37.587513719	-118.865868123	2320.3	53.7			
T	2017-05-27 15:21:47	37.587556299	-118.865789836	2320.8	53.7			
T	2017-05-27 15:21:59	37.587643890	-118.865710627	2321.2	53.7			
T	2017-05-27 15:22:33	37.587787304	-118.865577858	2321.7	53.7			
T	2017-05-27 15:23:06	37.587786550	-118.865537960	2320.3	53.7			
T	2017-05-27 15:23:28	37.587753273	-118.865560759	2315.5	53.7			
T	2017-05-27 15:23:37	37.587650763	-118.865566123	2315.0	53.7			
T	2017-05-27 15:23:54	37.587543977	-118.865538463	2313.6	53.7			
T	2017-05-27 15:23:59	37.587489830	-118.865535865	2312.1	53.7			
T	2017-05-27 15:24:06	37.587404419	-118.865528153	2312.6	53.7			
T	2017-05-27 15:24:10	37.587352870	-118.865511892	2312.6	53.7			
T	2017-05-27 15:24:26	37.587200319	-118.865514323	2312.6	53.7			
T	2017-05-27 15:24:40	37.587113064	-118.865469815	2311.2	53.7			
T	2017-05-27 15:25:01	37.587118009	-118.865468642	2308.3	53.7			
T	2017-05-27 15:25:20	37.587096970	-118.865458835	2308.7	53.7			
T	2017-05-27 15:25:51	37.587080877	-118.865509797	2307.3	53.7			
T	2017-05-27 15:26:14	37.587080039	-118.865516754	2309.2	53.7			
T	2017-05-27 15:26:36	37.587019606	-118.865553215	2307.3	53.7			
T	2017-05-27 15:26:50	37.586967386	-118.865577271	2309.2	53.7			
T	2017-05-27 15:27:08	37.586836880	-118.865493201	2314.0	53.7			
T	2017-05-27 15:27:22	37.586749876	-118.865374764	2314.0	53.7			
T	2017-05-27 15:27:39	37.586665135	-118.865271918	2313.1	53.7			
T	2017-05-27 15:27:50	37.586613083	-118.865172090	2314.0	53.7			
T	2017-05-27 15:27:52	37.586583830	-118.865145436	2314.5	53.7			
T	2017-05-27 15:27:57	37.586515434	-118.865084332	2314.0	53.7			
T	2017-05-27 15:28:12	37.586369002	-118.865041165	2312.1	53.7			
T	2017-05-27 15:28:24	37.586304965	-118.864988191	2311.2	53.7			
T	2017-05-27 15:28:38	37.586238412	-118.865020294	2309.2	53.7			
T	2017-05-27 15:28:53	37.586108577	-118.864980899	2308.7	53.7			
T	2017-05-27 15:29:10	37.586050239	-118.864976205	2307.8	-20.0			
T	2017-05-27 15:29:24	37.586011765	-118.864878388	2306.8	53.7			
T	2017-05-27 15:29:42	37.585974885	-118.864869252	2303.9	53.7			
T	2017-05-27 15:29:53	37.585974047	-118.864780990	2309.2	53.7			
T	2017-05-27 15:30:04	37.585871453	-118.864763556	2310.2	53.7			
T	2017-05-27 15:30:16	37.585813869	-118.864677055	2312.1	53.7			
T	2017-05-27 15:30:18	37.585805152	-118.864654508	2312.6	53.7			
T	2017-05-27 15:30:30	37.585724853	-118.864560798	2315.0	53.7			
T	2017-05-27 15:30:43	37.585632820	-118.864461808	2314.5	53.7			
T	2017-05-27 15:30:58	37.585482197	-118.864343874	2313.6	53.7			
T	2017-05-27 15:31:11	37.585374909	-118.864265755	2313.1	53.7			
T	2017-05-27 15:31:24	37.585241385	-118.864184702	2314.5	53.7			
T	2017-05-27 15:31:36	37.585137365	-118.864134327	2315.9	53.7			
T	2017-05-27 15:31:49	37.585016414	-118.864108762	2316.9	53.7			
T	2017-05-27 15:32:04	37.584896721	-118.864031816	2315.0	53.7			
T	2017-05-27 15:32:29	37.584890183	-118.864040198	2309.7	-9.0			
T	2017-05-27 15:32:42	37.584886914	-118.864031900	2309.2	53.7			
T	2017-05-27 15:32:56	37.584751043	-118.864023518	2304.9	53.7			
T	2017-05-27 15:32:59	37.584717935	-118.864010861	2305.4	53.7			
T	2017-05-27 15:33:12	37.584592709	-118.863931652	2306.3	53.7			
T	2017-05-27 15:33:18	37.584500341	-118.863892006	2307.8	53.7			
T	2017-05-27 15:33:30	37.584370840	-118.863894520	2307.8	53.7			
T	2017-05-27 15:33:43	37.584235305	-118.863887563	2308.3	53.7			
T	2017-05-27 15:33:56	37.584088454	-118.863879684	2309.2	53.7			
T	2017-05-27 15:34:08	37.584033804	-118.863853198	2308.3	53.7			
T	2017-05-27 15:34:20	37.583984267	-118.863844648	2308.7	53.7			
T	2017-05-27 15:34:28	37.583939172	-118.863810450	2307.3	53.7			
T	2017-05-27 15:34:43	37.583886115	-118.863824615	2301.1	53.7			
T	2017-05-27 15:34:58	37.583850576	-118.863813048	2300.1	53.7			
T	2017-05-27 15:35:12	37.583777569	-118.863793267	2297.2	53.7			
T	2017-05-27 15:35:32	37.583791902	-118.863828136	2298.7	53.7			
T	2017-05-27 15:35:51	37.583810259	-118.863788489	2302.5	53.7			
T	2017-05-27 15:36:07	37.583782598	-118.863787232	2310.7	53.7			
T	2017-05-27 15:36:29	37.583771953	-118.863792596	2315.0	53.7			
T	2017-05-27 15:36:46	37.583710263	-118.863772564	2317.9	53.7			
T	2017-05-27 15:36:47	37.583721243	-118.863761500	2318.4	53.7			
T	2017-05-27 15:37:00	37.583739012	-118.863666868	2321.7	53.7			
T	2017-05-27 15:37:16	37.583712945	-118.863597298	2328.0	53.7			
T	2017-05-27 15:37:30	37.583725853	-118.863460086	2341.4	53.7			
T	2017-05-27 15:37:41	37.583706994	-118.863360174	2347.7	53.7			
T	2017-05-27 15:37:54	37.583645303	-118.863264956	2347.7	53.7			
T	2017-05-27 15:38:07	37.583544636	-118.863209803	2347.7	53.7			
T	2017-05-27 15:38:21	37.583441036	-118.863155739	2347.7	53.7			
T	2017-05-27 15:38:34	37.583350092	-118.863100084	2351.0	53.7			
T	2017-05-27 15:38:48	37.583299717	-118.863049708	2353.0	53.7			
T	2017-05-27 15:39:01	37.583337938	-118.863005117	2351.0	-9.0			
T	2017-05-27 15:39:15	37.583353780	-118.862961363	2350.1	53.7			
T	2017-05-27 15:39:29	37.583375908	-118.862914843	2348.6	53.7			
T	2017-05-27 15:39:44	37.583455536	-118.862826750	2353.4	53.7			
T	2017-05-27 15:39:48	37.583493506	-118.862799341	2354.9	53.7			
T	2017-05-27 15:40:02	37.583638765	-118.862644108	2362.1	53.7			
T	2017-05-27 15:40:17	37.583745215	-118.862504382	2364.5	53.7			
T	2017-05-27 15:40:30	37.583765164	-118.862411762	2360.2	53.7			
T	2017-05-27 15:40:46	37.583770780	-118.862328865	2359.2	53.7			
T	2017-05-27 15:41:01	37.583775055	-118.862250410	2355.8	53.7			
T	2017-05-27 15:41:15	37.583749071	-118.862224091	2359.7	53.7			
T	2017-05-27 15:41:31	37.583895586	-118.862059386	2365.9	53.7			
T	2017-05-27 15:41:41	37.583943363	-118.861945812	2370.8	53.7			
T	2017-05-27 15:41:57	37.584105805	-118.861754620	2381.8	53.7			
T	2017-05-27 15:42:10	37.584154839	-118.861615565	2378.4	53.7			
T	2017-05-27 15:42:22	37.584197503	-118.861475755	2376.5	53.7			
T	2017-05-27 15:42:31	37.584256763	-118.861339465	2373.6	53.7			
T	2017-05-27 15:42:43	37.584263887	-118.861218598	2369.3	53.7			
T	2017-05-27 15:43:01	37.584298840	-118.861101419	2360.7	53.7			
T	2017-05-27 15:43:15	37.584347203	-118.861050205	2362.1	53.7			
T	2017-05-27 15:43:34	37.584265312	-118.861092534	2340.5	53.7			
T	2017-05-27 15:43:52	37.584279394	-118.861046182	2335.7	53.7			
T	2017-05-27 15:44:03	37.584293056	-118.860997064	2334.7	53.7			
T	2017-05-27 15:44:18	37.584319962	-118.860935625	2336.1	53.7			
T	2017-05-27 15:44:30	37.584366817	-118.860847447	2340.0	53.7			
T	2017-05-27 15:44:44	37.584433537	-118.860695399	2343.3	53.7			
T	2017-05-27 15:44:56	37.584468238	-118.860556930	2341.4	53.7			
T	2017-05-27 15:45:14	37.584463796	-118.860478140	2341.9	53.7			
T	2017-05-27 15:45:29	37.584500844	-118.860442769	2341.9	53.7			
T	2017-05-27 15:45:45	37.584493384	-118.860404883	2341.9	53.7			
T	2017-05-27 15:46:02	37.584493300	-118.860346293	2340.9	53.7			
T	2017-05-27 15:46:16	37.584506711	-118.860285943	2341.4	53.7			
T	2017-05-27 15:46:35	37.584539400	-118.860191312	2342.9	53.7			
T	2017-05-27 15:46:49	37.584553817	-118.860208914	2341.4	53.7			
T	2017-05-27 15:47:04	37.584648533	-118.860131381	2340.0	53.7			
T	2017-05-27 15:47:14	37.584692370	-118.860055944	2340.5	53.7			
T	2017-05-27 15:47:19	37.584726568	-118.860021830	2340.5	53.7			
T	2017-05-27 15:47:33	37.584833857	-118.859908339	2344.8	53.7			
T	2017-05-27 15:47:45	37.584923208	-118.859822759	2347.7	53.7			
T	2017-05-27 15:47:54	37.584956819	-118.859791411	2349.6	53.7			
T	2017-05-27 15:48:06	37.584935613	-118.859708095	2350.6	53.7			
T	2017-05-27 15:48:19	37.585047679	-118.859490585	2338.1	53.7			
T	2017-05-27 15:48:36	37.585062096	-118.859454794	2334.2	53.7			
T	2017-05-27 15:48:52	37.585076597	-118.859424032	2334.2	53.7			
T	2017-05-27 15:49:10	37.585060839	-118.859385476	2335.2	53.7			
T	2017-05-27 15:49:22	37.585113980	-118.859341135	2335.7	53.7			
T	2017-05-27 15:49:31	37.585144993	-118.859274751	2336.1	53.7			
T	2017-05-27 15:49:43	37.585205343	-118.859204175	2338.1	53.7			
T	2017-05-27 15:49:55	37.585304501	-118.859087583	2336.6	53.7			
T	2017-05-27 15:50:08	37.585384380	-118.858980965	2341.4	53.7			
T	2017-05-27 15:50:20	37.585424529	-118.858923214	2346.7	53.7			
T	2017-05-27 15:50:32	37.585415896	-118.858829001	2348.6	53.7			
T	2017-05-27 15:50:45	37.585424446	-118.858716600	2352.5	53.7			
T	2017-05-27 15:50:57	37.585443975	-118.858606378	2356.8	53.7			
T	2017-05-27 15:51:09	37.585476162	-118.858492384	2357.3	53.7			
T	2017-05-27 15:51:22	37.585500553	-118.858339330	2354.9	53.7			
T	2017-05-27 15:51:25	37.585502062	-118.858315107	2354.4	53.7			
T	2017-05-27 15:51:36	37.585613709	-118.858120479	2344.8	53.7			
T	2017-05-27 15:51:50	37.585720411	-118.857944878	2335.2	53.7			
T	2017-05-27 15:52:04	37.585741617	-118.857828118	2336.6	53.7			
T	2017-05-27 15:52:18	37.585794674	-118.857749244	2334.7	53.7			
T	2017-05-27 15:52:30	37.585815713	-118.857696271	2333.3	53.7			
T	2017-05-27 15:52:42	37.585835578	-118.857670035	2335.7	53.7			
T	2017-05-27 15:52:54	37.585828537	-118.857651679	2335.7	53.7			
T	2017-05-27 15:53:07	37.585867178	-118.857540032	2323.6	53.7			
T	2017-05-27 15:53:21	37.585862065	-118.857507342	2324.1	53.7			
T	2017-05-27 15:53:26	37.585867932	-118.857466355	2326.5	53.7			
T	2017-05-27 15:53:37	37.585875895	-118.857382117	2333.3	53.7			
T	2017-05-27 15:53:45	37.585900286	-118.857346829	2337.1	53.7			
T	2017-05-27 15:53:58	37.585998857	-118.857248342	2341.4	53.7			
T	2017-05-27 15:54:14	37.586117294	-118.857176257	2344.8	53.7			
T	2017-05-27 15:54:21	37.586197508	-118.857113477	2345.8	53.7			
T	2017-05-27 15:54:35	37.586283591	-118.856972326	2342.4	53.7			
T	2017-05-27 15:54:50	37.586382665	-118.856813824	2339.5	53.7			
T	2017-05-27 15:55:02	37.586394316	-118.856697315	2341.4	53.7			
T	2017-05-27 15:55:15	37.586491127	-118.856600672	2346.7	53.7			
T	2017-05-27 15:55:30	37.586556170	-118.856543088	2356.3	53.7			
T	2017-05-27 15:55:50	37.586636385	-118.856367320	2344.8	53.7			
T	2017-05-27 15:55:59	37.586662704	-118.856328595	2340.9	53.7			
T	2017-05-27 15:56:13	37.586633703	-118.856168585	2338.1	53.7			
T	2017-05-27 15:56:29	37.586622890	-118.856027266	2337.1	53.7			
T	2017-05-27 15:56:42	37.586633200	-118.855984770	2339.5	53.7			
T	2017-05-27 15:56:51	37.586644013	-118.855934562	2342.9	53.7			
T	2017-05-27 15:57:10	37.586804442	-118.855736833	2343.8	53.7			
T	2017-05-27 15:57:25	37.586913155	-118.855646560	2342.9	53.7			
T	2017-05-27 15:57:39	37.587052714	-118.855541283	2339.5	53.7			
T	2017-05-27 15:57:49	37.587125720	-118.855493087	2337.6	53.7			
T	2017-05-27 15:58:05	37.587277181	-118.855406167	2333.7	53.7			
T	2017-05-27 15:58:21	37.587399473	-118.855311619	2331.3	53.7			
T	2017-05-27 15:58:28	37.587456135	-118.855281444	2329.9	53.7			
T	2017-05-27 15:58:44	37.587638609	-118.855226459	2325.6	53.7			
T	2017-05-27 15:58:49	37.587680435	-118.855204750	2323.6	53.7			
T	2017-05-27 15:59:03	37.587831393	-118.855188154	2320.3	53.7			
T	2017-05-27 15:59:06	37.587855114	-118.855181616	2319.8	53.7			
T	2017-05-27 15:59:08	37.587876571	-118.855172479	2320.3	53.7			
T	2017-05-27 15:59:22	37.587931054	-118.855106514	2320.3	53.7			
T	2017-05-27 15:59:35	37.587994086	-118.855035016	2321.2	53.7			
T	2017-05-27 15:59:43	37.588060806	-118.854992939	2321.7	53.7			
T	2017-05-27 15:59:59	37.588216793	-118.854893697	2318.8	53.7			
T	2017-05-27 16:00:15	37.588369008	-118.854802251	2320.3	53.7			
T	2017-05-27 16:00:28	37.588494569	-118.854727987	2322.2	53.7			
T	2017-05-27 16:00:34	37.588552823	-118.854700578	2322.7	53.7			
T	2017-05-27 16:00:51	37.588717109	-118.854622962	2321.7	53.7			
T	2017-05-27 16:01:07	37.588861948	-118.854581220	2320.3	53.7			
T	2017-05-27 16:01:21	37.588953897	-118.854511147	2319.8	53.7			
T	2017-05-27 16:01:35	37.589067472	-118.854475357	2325.1	53.7			
T	2017-05-27 16:01:50	37.589168726	-118.854405787	2326.5	53.7			
T	2017-05-27 16:02:02	37.589262351	-118.854378965	2326.1	53.7			
T	2017-05-27 16:02:17	37.589422613	-118.854315430	2324.6	53.7			
T	2017-05-27 16:02:32	37.589546582	-118.854173441	2326.1	53.7			
T	2017-05-27 16:02:46	37.589654121	-118.854059530	2327.0	-20.0			
T	2017-05-27 16:03:01	37.589768199	-118.853943860	2331.8	53.7			
T	2017-05-27 16:03:15	37.589847157	-118.853842523	2339.5	53.7			
T	2017-05-27 16:03:28	37.589947823	-118.853720734	2346.7	53.7			
T	2017-05-27 16:03:40	37.590008257	-118.853632724	2351.5	53.7			
T	2017-05-27 16:03:53	37.590100123	-118.853477240	2353.9	53.7			
T	2017-05-27 16:04:08	37.590212189	-118.853290239	2354.4	53.7			
T	2017-05-27 16:04:21	37.590321237	-118.853125284	2350.1	53.7			
T	2017-05-27 16:04:37	37.590464652	-118.852925962	2345.3	53.7			
T	2017-05-27 16:04:51	37.590553751	-118.852803502	2346.2	53.7			
T	2017-05-27 16:05:07	37.590717534	-118.852603845	2343.8	53.7			
T	2017-05-27 16:05:20	37.590837059	-118.852429250	2346.7	53.7			
T	2017-05-27 16:05:30	37.590898667	-118.852339312	2347.7	53.7			
T	2017-05-27 16:05:41	37.590982569	-118.852318358	2343.8	53.7			
T	2017-05-27 16:05:52	37.591111148	-118.852230264	2342.4	53.7			
T	2017-05-27 16:06:06	37.591276271	-118.852127502	2340.5	53.7			
T	2017-05-27 16:06:22	37.591442568	-118.852063715	2339.0	53.7			
T	2017-05-27 16:06:37	37.591591096	-118.851964977	2340.5	53.7			
T	2017-05-27 16:06:51	37.591734091	-118.851809325	2343.8	53.7			
T	2017-05-27 16:07:06	37.591843726	-118.851677561	2347.7	53.7			
T	2017-05-27 16:07:19	37.591934502	-118.851552671	2346.2	53.7			
T	2017-05-27 16:07:31	37.592035672	-118.851489136	2344.3	53.7			
T	2017-05-27 16:07:46	37.592233988	-118.851345554	2339.0	53.7			
T	2017-05-27 16:07:58	37.592416713	-118.851245642	2336.6	-20.0			
T	2017-05-27 16:08:14	37.592630032	-118.851169283	2330.4	53.7			
T	2017-05-27 16:08:29	37.592798676	-118.851144975	2328.4	53.7			
T	2017-05-27 16:08:44	37.592986263	-118.851169366	2327.5	53.7			
T	2017-05-27 16:09:01	37.593189441	-118.851195937	2326.1	53.7			
T	2017-05-27 16:09:18	37.593401671	-118.851250922	2322.2	53.7			
T	2017-05-27 16:09:27	37.593489848	-118.851261986	2321.2	53.7			
T	2017-05-27 16:09:36	37.593581295	-118.851252934	2321.7	53.7			
T	2017-05-27 16:09:53	37.593774665	-118.851262489	2322.2	53.7			
T	2017-05-27 16:10:09	37.593957139	-118.851322420	2324.6	53.7			
T	2017-05-27 16:10:25	37.594173979	-118.851286881	2327.0	53.7			
T	2017-05-27 16:10:42	37.594356034	-118.851412693	2326.5	53.7			
T	2017-05-27 16:10:44	37.594369026	-118.851430211	2326.5	53.7			
T	2017-05-27 16:10:59	37.594501963	-118.851495506	2324.1	53.7			
T	2017-05-27 16:11:15	37.594643952	-118.851603549	2326.5	53.7			
T	2017-05-27 16:11:29	37.594770770	-118.851700611	2326.1	53.7			
T	2017-05-27 16:11:43	37.594916197	-118.851628108	2328.0	53.7			
T	2017-05-27 16:11:58	37.595064556	-118.851499362	2328.0	53.7			
T	2017-05-27 16:12:13	37.595204618	-118.851340776	2331.8	53.7			
T	2017-05-27 16:12:18	37.595231440	-118.851279924	2333.3	53.7			
T	2017-05-27 16:12:31	37.595303776	-118.851073394	2336.1	53.7			
T	2017-05-27 16:12:47	37.595360689	-118.850890249	2343.8	53.7			
T	2017-05-27 16:13:02	37.595380470	-118.850723198	2354.4	53.7			
T	2017-05-27 16:13:05	37.595386086	-118.850703333	2355.8	53.7			
T	2017-05-27 16:13:17	37.595398659	-118.850549609	2358.7	53.7			
T	2017-05-27 16:13:26	37.595432354	-118.850442488	2361.6	53.7			
T	2017-05-27 16:13:32	37.595478455	-118.850348443	2357.8	53.7			
T	2017-05-27 16:13:41	37.595641902	-118.850188935	2344.8	53.7			
T	2017-05-27 16:13:58	37.595786825	-118.849937562	2338.1	-20.0			
T	2017-05-27 16:14:07	37.595842229	-118.849837398	2334.7	53.7			
T	2017-05-27 16:14:23	37.596049765	-118.849656014	2326.5	53.7			
T	2017-05-27 16:14:37	37.596187899	-118.849571776	2320.8	53.7			
T	2017-05-27 16:14:53	37.596348580	-118.849529363	2316.4	53.7			
T	2017-05-27 16:15:09	37.596536251	-118.849519473	2314.0	53.7			
T	2017-05-27 16:15:25	37.596714869	-118.849585522	2314.0	53.7			
T	2017-05-27 16:15:41	37.596889380	-118.849647045	2312.1	53.7			
T	2017-05-27 16:15:59	37.597084511	-118.849741006	2311.6	53.7			
T	2017-05-27 16:16:15	37.597260531	-118.849815605	2312.1	53.7			
T	2017-05-27 16:16:28	37.597350972	-118.849872015	2312.1	53.7			
T	2017-05-27 16:16:44	37.597385421	-118.849868495	2313.6	53.7			
T	2017-05-27 16:16:58	37.597498996	-118.849901604	2312.6	53.7			
T	2017-05-27 16:17:14	37.597673172	-118.849974442	2312.1	53.7			
T	2017-05-27 16:17:16	37.597688846	-118.849986764	2312.1	53.7			
T	2017-05-27 16:17:34	37.597874422	-118.850124646	2311.2	53.7			
T	2017-05-27 16:17:38	37.597924126	-118.850166891	2311.2	53.7			
T	2017-05-27 16:17:54	37.597917588	-118.850397309	2312.6	53.7			
T	2017-05-27 16:18:01	37.597902250	-118.850483643	2311.6	-9.0			
T	2017-05-27 16:18:21	37.598142391	-118.850591853	2312.1	53.7			
T	2017-05-27 16:18:36	37.598304832	-118.850797545	2312.1	53.7			
T	2017-05-27 16:18:48	37.598352274	-118.851006841	2309.7	53.7			
T	2017-05-27 16:19:04	37.598407511	-118.851226363	2310.2	53.7			
T	2017-05-27 16:19:08	37.598417653	-118.851281349	2310.2	53.7			
T	2017-05-27 16:19:21	37.598382784	-118.851354104	2310.2	53.7			
T	2017-05-27 16:19:35	37.598412288	-118.851416046	2308.7	53.7			
T	2017-05-27 16:20:08	37.598475572	-118.851513443	2304.4	53.7			
T	2017-05-27 16:20:44	37.598407595	-118.851456530	2305.9	53.7			
T	2017-05-27 16:21:25	37.598383874	-118.851461559	2307.3	53.7			
T	2017-05-27 16:21:55	37.598402733	-118.851424847	2308.7	53.7			
T	2017-05-27 16:22:18	37.598392926	-118.851392241	2308.7	53.7			
T	2017-05-27 16:22:53	37.598408097	-118.851445383	2309.2	53.7			
T	2017-05-27 16:23:38	37.598403571	-118.851396432	2303.0	53.7			
T	2017-05-27 16:24:22	37.598422179	-118.851390984	2308.3	53.7			
T	2017-05-27 16:25:06	37.598425113	-118.851400120	2315.5	53.7			
T	2017-05-27 16:25:46	37.598493844	-118.851435827	2315.9	53.7			
T	2017-05-27 16:26:21	37.598510440	-118.851434654	2308.7	53.7			
T	2017-05-27 16:26:55	37.598551931	-118.851416800	2310.2	53.7			
T	2017-05-27 16:27:30	37.598470291	-118.851381512	2311.6	53.7			
T	2017-05-27 16:28:06	37.598425113	-118.851379501	2314.0	53.7			
T	2017-05-27 16:28:39	37.598403487	-118.851387883	2309.7	53.7			
T	2017-05-27 16:29:11	37.598434752	-118.851362150	2312.6	53.7			
T	2017-05-27 16:29:48	37.598423352	-118.851378160	2314.0	53.7			
T	2017-05-27 16:30:29	37.598445900	-118.851389643	2311.2	53.7			
T	2017-05-27 16:31:03	37.598541202	-118.851365503	2303.5	53.7			
T	2017-05-27 16:31:43	37.598428549	-118.851397270	2301.1	53.7			
T	2017-05-27 16:32:15	37.598430226	-118.851400623	2305.4	53.7			
T	2017-05-27 16:32:50	37.598409438	-118.851381932	2307.8	53.7			
T	2017-05-27 16:33:04	37.598424610	-118.851391655	2306.8	53.7			
T	2017-05-27 16:33:23	37.598405667	-118.851373047	2304.9	53.7			
